participant,load,region,measure,contrast,balanced_contrast_mean,resample_sd,resample_ci2_5,resample_ci97_5
VP014,3,Parietal,entropy__sample_entropy,3T_minus_3NT,0.03361330669037967,0.019286266466844715,-0.0032355290260443897,0.07207152011527632
VP014,3,Parietal,entropy__mse,3T_minus_3NT,0.05300815723473136,0.022493457371756582,0.009929425441177444,0.09800852777629113
VP014,3,Parietal,sensitivity__mse__scale1,3T_minus_3NT,0.03361330669037967,0.019286266466844715,-0.0032355290260443897,0.07207152011527632
VP014,3,Parietal,sensitivity__mse__scale2,3T_minus_3NT,0.05826015478805179,0.02673067631635947,0.007891836721971473,0.1112480133671491
VP014,3,Parietal,sensitivity__mse__scale3,3T_minus_3NT,0.07351011253355737,0.027760764678361142,0.01824004194926759,0.1271657324347895
VP014,3,Parietal,sensitivity__mse__scale4,3T_minus_3NT,0.05637747868981245,0.027540520651263185,0.002110508723849266,0.10975363028547909
VP014,3,Parietal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP014,3,Temporal,entropy__sample_entropy,3T_minus_3NT,0.023535250655413162,0.02116179292710963,-0.01746173152563559,0.06509995852255782
VP014,3,Temporal,entropy__mse,3T_minus_3NT,0.07221958590753996,0.023921108647234755,0.024967029730750556,0.12031007847147346
VP014,3,Temporal,sensitivity__mse__scale1,3T_minus_3NT,0.023535250655413162,0.02116179292710963,-0.01746173152563559,0.06509995852255782
VP014,3,Temporal,sensitivity__mse__scale2,3T_minus_3NT,0.07579104389961883,0.03200812139665275,0.015019867388448061,0.13609953491599178
VP014,3,Temporal,sensitivity__mse__scale3,3T_minus_3NT,0.0747655261488365,0.034057420195131256,0.012448297142612638,0.14155962254844903
VP014,3,Temporal,sensitivity__mse__scale4,3T_minus_3NT,0.14419940621615723,0.037759737586590014,0.0698421455247088,0.2174145793573948
VP014,3,Temporal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP014,3,WholeBrain,entropy__sample_entropy,3T_minus_3NT,0.06792199673568211,0.01742121507250627,0.034497387608420624,0.10298535840961909
VP014,3,WholeBrain,entropy__mse,3T_minus_3NT,0.10620838361845153,0.023506048660460153,0.06033400858536989,0.15385512896610445
VP014,3,WholeBrain,sensitivity__mse__scale1,3T_minus_3NT,0.06792199673568211,0.01742121507250627,0.034497387608420624,0.10298535840961909
VP014,3,WholeBrain,sensitivity__mse__scale2,3T_minus_3NT,0.11657399196662309,0.026641284487769673,0.06456256219922137,0.17058798338735515
VP014,3,WholeBrain,sensitivity__mse__scale3,3T_minus_3NT,0.128202958514914,0.027923160433187422,0.07587727382499287,0.18471334949450846
VP014,3,WholeBrain,sensitivity__mse__scale4,3T_minus_3NT,0.11663026647939313,0.025923430462644826,0.06635830942310635,0.16951727261672137
VP014,3,WholeBrain,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP015,2,Central,entropy__sample_entropy,2T_minus_2NT,0.06402284270254766,0.01948081667236051,0.026571730188269208,0.10270168680839352
VP015,2,Central,entropy__mse,2T_minus_2NT,0.07515408304027082,0.025315359468277225,0.027156089034452963,0.12381018602056272
VP015,2,Central,sensitivity__mse__scale1,2T_minus_2NT,0.06402284270254766,0.01948081667236051,0.026571730188269208,0.10270168680839352
VP015,2,Central,sensitivity__mse__scale2,2T_minus_2NT,0.06370038394134227,0.03013785877877201,0.00483014191533207,0.12448574863985974
VP015,2,Central,sensitivity__mse__scale3,2T_minus_2NT,0.12520338587159915,0.030089756591639594,0.06556792207674897,0.18521218556962574
VP015,2,Central,sensitivity__mse__scale4,2T_minus_2NT,0.04125462214739353,0.036585472172920415,-0.03143255903418744,0.1125425730089963
VP015,2,Central,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP015,2,Frontal,entropy__sample_entropy,2T_minus_2NT,0.05759897622990395,0.024302732564597068,0.012099978453411544,0.10437695157162524
VP015,2,Frontal,entropy__mse,2T_minus_2NT,0.09010417919579672,0.03563262782610632,0.024320369446875916,0.15712290758666156
VP015,2,Frontal,sensitivity__mse__scale1,2T_minus_2NT,0.05759897622990395,0.024302732564597068,0.012099978453411544,0.10437695157162524
VP015,2,Frontal,sensitivity__mse__scale2,2T_minus_2NT,0.09209195935058268,0.03918529345592941,0.01933149995425743,0.1668640635665767
VP015,2,Frontal,sensitivity__mse__scale3,2T_minus_2NT,0.10753695065651793,0.04146446746901317,0.031107934465734052,0.18448784014143443
VP015,2,Frontal,sensitivity__mse__scale4,2T_minus_2NT,0.10173835778627521,0.04068288178556316,0.02598173106011158,0.17699319910637332
VP015,2,Frontal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP015,2,Occipital,entropy__sample_entropy,2T_minus_2NT,0.007491538664727349,0.016251610475921604,-0.024102345167702988,0.03738263240570703
VP015,2,Occipital,entropy__mse,2T_minus_2NT,0.021897149088292076,0.01843440179872902,-0.015432448931815163,0.05626314729882244
VP015,2,Occipital,sensitivity__mse__scale1,2T_minus_2NT,0.007491538664727349,0.016251610475921604,-0.024102345167702988,0.03738263240570703
VP015,2,Occipital,sensitivity__mse__scale2,2T_minus_2NT,0.032415226894510665,0.025976653542742072,-0.01952390287697606,0.0795895319954439
VP015,2,Occipital,sensitivity__mse__scale3,2T_minus_2NT,0.08011284111375985,0.03222565418076766,0.01632070539885473,0.14421388815646954
VP015,2,Occipital,sensitivity__mse__scale4,2T_minus_2NT,-0.05179375108640034,0.03578616853030803,-0.1196345056718713,0.021354759831122724
VP015,2,Occipital,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP015,2,Parietal,entropy__sample_entropy,2T_minus_2NT,0.04337956299255868,0.015378300565133136,0.013958974096676019,0.07386400034980592
VP015,2,Parietal,entropy__mse,2T_minus_2NT,0.026950781569667334,0.01867853947342454,-0.006317573722685926,0.06255546191032807
VP015,2,Parietal,sensitivity__mse__scale1,2T_minus_2NT,0.04337956299255868,0.015378300565133136,0.013958974096676019,0.07386400034980592
VP015,2,Parietal,sensitivity__mse__scale2,2T_minus_2NT,0.04928681963333935,0.019944430594108768,0.011964049505491597,0.08723609406619805
VP015,2,Parietal,sensitivity__mse__scale3,2T_minus_2NT,0.02014844953496415,0.025862440909912073,-0.028619653156033847,0.07101353117434556
VP015,2,Parietal,sensitivity__mse__scale4,2T_minus_2NT,-0.011330160554787817,0.026532920822624526,-0.060809252091292725,0.040324473030429235
VP015,2,Parietal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP015,2,Temporal,entropy__sample_entropy,2T_minus_2NT,0.033491844082168404,0.017261805090518778,0.00238520697017865,0.06829258959770054
VP015,2,Temporal,entropy__mse,2T_minus_2NT,0.019953980343499003,0.022479750265966294,-0.025382178130661952,0.0632989016373239
VP015,2,Temporal,sensitivity__mse__scale1,2T_minus_2NT,0.033491844082168404,0.017261805090518778,0.00238520697017865,0.06829258959770054
VP015,2,Temporal,sensitivity__mse__scale2,2T_minus_2NT,0.07347342026423492,0.02868226102916118,0.01873772926347973,0.12990219428021635
VP015,2,Temporal,sensitivity__mse__scale3,2T_minus_2NT,-0.02404765579147424,0.036618293118868966,-0.09633907157325938,0.04592017908853107
VP015,2,Temporal,sensitivity__mse__scale4,2T_minus_2NT,0.0004488259295112178,0.04039663331503084,-0.07751267079094683,0.08268745570760905
VP015,2,Temporal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP015,2,WholeBrain,entropy__sample_entropy,2T_minus_2NT,0.04662612991886182,0.017614228483110676,0.013485381306909398,0.0804605639557763
VP015,2,WholeBrain,entropy__mse,2T_minus_2NT,0.055884452226909076,0.02306657854641774,0.013726165724126122,0.09964135757153385
VP015,2,WholeBrain,sensitivity__mse__scale1,2T_minus_2NT,0.04662612991886182,0.017614228483110676,0.013485381306909398,0.0804605639557763
VP015,2,WholeBrain,sensitivity__mse__scale2,2T_minus_2NT,0.06756737866401748,0.02614086145499438,0.018489634480739515,0.11816072829681576
VP015,2,WholeBrain,sensitivity__mse__scale3,2T_minus_2NT,0.06888426323853526,0.027001041797856902,0.019098225706636923,0.12020532043554752
VP015,2,WholeBrain,sensitivity__mse__scale4,2T_minus_2NT,0.040915800416376526,0.025990188662273896,-0.007634515983512047,0.09117778591333624
VP015,2,WholeBrain,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP015,3,Central,entropy__sample_entropy,3T_minus_3NT,0.11049112471421875,0.02204633530355692,0.06861022026108575,0.15188492685262053
VP015,3,Central,entropy__mse,3T_minus_3NT,0.14863827325150675,0.026040773513886922,0.09594182840168448,0.1989270256547281
VP015,3,Central,sensitivity__mse__scale1,3T_minus_3NT,0.11049112471421875,0.02204633530355692,0.06861022026108575,0.15188492685262053
VP015,3,Central,sensitivity__mse__scale2,3T_minus_3NT,0.17234414736762796,0.027748823905116165,0.11836614689945937,0.22538464676211645
VP015,3,Central,sensitivity__mse__scale3,3T_minus_3NT,0.15794640756202052,0.034772913350269295,0.0878612619082031,0.22550859173881962
VP015,3,Central,sensitivity__mse__scale4,3T_minus_3NT,0.16803274789722009,0.03580164314635203,0.09877663480842949,0.2364028362500006
VP015,3,Central,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP015,3,Frontal,entropy__sample_entropy,3T_minus_3NT,0.1334217106242711,0.025308954938006785,0.08433535828851406,0.18252610805814048
VP015,3,Frontal,entropy__mse,3T_minus_3NT,0.18796591944876007,0.039576022528642396,0.11000238448023845,0.2675547015684718
VP015,3,Frontal,sensitivity__mse__scale1,3T_minus_3NT,0.1334217106242711,0.025308954938006785,0.08433535828851406,0.18252610805814048
VP015,3,Frontal,sensitivity__mse__scale2,3T_minus_3NT,0.21195825920764363,0.04171282866034338,0.12830341847834412,0.29483596285133484
VP015,3,Frontal,sensitivity__mse__scale3,3T_minus_3NT,0.21724456864114466,0.04581861008838719,0.12620838154172853,0.30882398788116655
VP015,3,Frontal,sensitivity__mse__scale4,3T_minus_3NT,0.18928707340074438,0.04854703132471872,0.0926893920454648,0.2853368379167952
VP015,3,Frontal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP015,3,Occipital,entropy__sample_entropy,3T_minus_3NT,0.028166494105133118,0.014248470581817515,-0.00022624657049296053,0.054751213726612326
VP015,3,Occipital,entropy__mse,3T_minus_3NT,0.05099130864971532,0.01773699634415122,0.015251117650555878,0.08558179383998937
VP015,3,Occipital,sensitivity__mse__scale1,3T_minus_3NT,0.028166494105133118,0.014248470581817515,-0.00022624657049296053,0.054751213726612326
VP015,3,Occipital,sensitivity__mse__scale2,3T_minus_3NT,0.0389171836814191,0.024253763239586928,-0.007019816980203785,0.08671742360884335
VP015,3,Occipital,sensitivity__mse__scale3,3T_minus_3NT,0.007085820344247588,0.03466163499698225,-0.062337155638333676,0.07110261793329167
VP015,3,Occipital,sensitivity__mse__scale4,3T_minus_3NT,0.12081753189130823,0.034211489356955324,0.0527489330475843,0.18609879264303913
VP015,3,Occipital,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP015,3,Parietal,entropy__sample_entropy,3T_minus_3NT,0.06214738478785176,0.016355599368233758,0.0309060285839289,0.0934695882577943
VP015,3,Parietal,entropy__mse,3T_minus_3NT,0.08004665779533318,0.01943760251947217,0.04295671470634912,0.11605277752187892
VP015,3,Parietal,sensitivity__mse__scale1,3T_minus_3NT,0.06214738478785176,0.016355599368233758,0.0309060285839289,0.0934695882577943
VP015,3,Parietal,sensitivity__mse__scale2,3T_minus_3NT,0.08566707065015035,0.02245124639668474,0.04335166484930082,0.12937291859882374
VP015,3,Parietal,sensitivity__mse__scale3,3T_minus_3NT,0.09816774717403484,0.027120931371411812,0.042482284337616,0.14734650052631523
VP015,3,Parietal,sensitivity__mse__scale4,3T_minus_3NT,0.07092233999606816,0.02635182998948408,0.020541387636519814,0.12250743269845381
VP015,3,Parietal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP015,3,Temporal,entropy__sample_entropy,3T_minus_3NT,0.07037682000369504,0.01756435833463555,0.03705067579454201,0.10333429674066913
VP015,3,Temporal,entropy__mse,3T_minus_3NT,0.07685943332877729,0.023010227051008067,0.03337846519774605,0.12228273091582223
VP015,3,Temporal,sensitivity__mse__scale1,3T_minus_3NT,0.07037682000369504,0.01756435833463555,0.03705067579454201,0.10333429674066913
VP015,3,Temporal,sensitivity__mse__scale2,3T_minus_3NT,0.07235846495547112,0.026352485104478,0.020346608190428727,0.12347715324292735
VP015,3,Temporal,sensitivity__mse__scale3,3T_minus_3NT,0.04266075522893053,0.035923305738814845,-0.03328021309818059,0.11242481452599773
VP015,3,Temporal,sensitivity__mse__scale4,3T_minus_3NT,0.12868150814258894,0.03799835937779408,0.05511542954397028,0.19958597321092003
VP015,3,Temporal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP015,3,WholeBrain,entropy__sample_entropy,3T_minus_3NT,0.09227470630082485,0.018064460141532266,0.058446352924644056,0.12701696339724616
VP015,3,WholeBrain,entropy__mse,3T_minus_3NT,0.12645188023055684,0.024817047635810306,0.07793875261926285,0.1747698908878261
VP015,3,WholeBrain,sensitivity__mse__scale1,3T_minus_3NT,0.09227470630082485,0.018064460141532266,0.058446352924644056,0.12701696339724616
VP015,3,WholeBrain,sensitivity__mse__scale2,3T_minus_3NT,0.13856652190272786,0.0264500936253285,0.08760312030228234,0.19000718833754196
VP015,3,WholeBrain,sensitivity__mse__scale3,3T_minus_3NT,0.13782054524679363,0.02929624001861339,0.07902186012136356,0.19541049858478768
VP015,3,WholeBrain,sensitivity__mse__scale4,3T_minus_3NT,0.13679899951485042,0.029971743296995028,0.07618229619486395,0.19529823535562402
VP015,3,WholeBrain,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP016,2,Central,entropy__sample_entropy,2T_minus_2NT,0.018063521677559122,0.00629134853119601,0.0064315884838489455,0.03090508973852013
VP016,2,Central,entropy__mse,2T_minus_2NT,0.0340259786162857,0.013728980280387734,0.008822881728477236,0.06093747598637665
VP016,2,Central,sensitivity__mse__scale1,2T_minus_2NT,0.018063521677559122,0.00629134853119601,0.0064315884838489455,0.03090508973852013
VP016,2,Central,sensitivity__mse__scale2,2T_minus_2NT,0.02881221696610439,0.012867151985002115,0.0047883045345240354,0.05447355124338172
VP016,2,Central,sensitivity__mse__scale3,2T_minus_2NT,0.048619972756150154,0.017443961068921075,0.016533443469729927,0.08228862691928893
VP016,2,Central,sensitivity__mse__scale4,2T_minus_2NT,0.04060820306532996,0.021427261831856427,0.0003822822094455452,0.08235096474907998
VP016,2,Central,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP016,2,Frontal,entropy__sample_entropy,2T_minus_2NT,0.00487212024055523,0.003958653528686483,-0.0030208465966124398,0.012526529179611686
VP016,2,Frontal,entropy__mse,2T_minus_2NT,0.006644206139337224,0.0076267787414189695,-0.007962377359192196,0.02226565996120672
VP016,2,Frontal,sensitivity__mse__scale1,2T_minus_2NT,0.00487212024055523,0.003958653528686483,-0.0030208465966124398,0.012526529179611686
VP016,2,Frontal,sensitivity__mse__scale2,2T_minus_2NT,0.008995676614555265,0.006578566994707074,-0.00400039203916536,0.022260862563842784
VP016,2,Frontal,sensitivity__mse__scale3,2T_minus_2NT,0.008168848002684151,0.009315490039725989,-0.01000199326747092,0.027560442709126255
VP016,2,Frontal,sensitivity__mse__scale4,2T_minus_2NT,0.004540179699554219,0.011387408973855657,-0.018138586366775275,0.02831658427048589
VP016,2,Frontal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP016,2,Occipital,entropy__sample_entropy,2T_minus_2NT,0.006463418360172399,0.009600549353585562,-0.012528200432753421,0.024290112045157054
VP016,2,Occipital,entropy__mse,2T_minus_2NT,-0.01864013682411236,0.018106887276958417,-0.05456054950206924,0.016988098994895926
VP016,2,Occipital,sensitivity__mse__scale1,2T_minus_2NT,0.006463418360172399,0.009600549353585562,-0.012528200432753421,0.024290112045157054
VP016,2,Occipital,sensitivity__mse__scale2,2T_minus_2NT,0.016436383453452746,0.019017869493297826,-0.020103654569691636,0.05377741353945787
VP016,2,Occipital,sensitivity__mse__scale3,2T_minus_2NT,-0.017008074096583142,0.02540195395322865,-0.0679490919827975,0.03063653069674095
VP016,2,Occipital,sensitivity__mse__scale4,2T_minus_2NT,-0.07559456257480282,0.0371707356859243,-0.1500416243102319,-0.004375016029363398
VP016,2,Occipital,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP016,2,Parietal,entropy__sample_entropy,2T_minus_2NT,0.007359393355026209,0.007343915928216133,-0.006496396340480095,0.02172538608551414
VP016,2,Parietal,entropy__mse,2T_minus_2NT,0.023184760959247958,0.014594975518020714,-0.005455163381918936,0.0508415713004504
VP016,2,Parietal,sensitivity__mse__scale1,2T_minus_2NT,0.007359393355026209,0.007343915928216133,-0.006496396340480095,0.02172538608551414
VP016,2,Parietal,sensitivity__mse__scale2,2T_minus_2NT,0.021137224502158044,0.014719823004519903,-0.006528314076928343,0.05031908603021337
VP016,2,Parietal,sensitivity__mse__scale3,2T_minus_2NT,0.025654188779616508,0.018133073284453714,-0.00899082550236796,0.061048373455731574
VP016,2,Parietal,sensitivity__mse__scale4,2T_minus_2NT,0.0391191324175514,0.02347377148060784,-0.0076413068594722855,0.08409235614926219
VP016,2,Parietal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP016,2,Temporal,entropy__sample_entropy,2T_minus_2NT,0.010497916650699572,0.01103731355410353,-0.010655100722568483,0.03276382757741647
VP016,2,Temporal,entropy__mse,2T_minus_2NT,0.0025750067425342475,0.014525527084553985,-0.026261152796468085,0.03188287180346815
VP016,2,Temporal,sensitivity__mse__scale1,2T_minus_2NT,0.010497916650699572,0.01103731355410353,-0.010655100722568483,0.03276382757741647
VP016,2,Temporal,sensitivity__mse__scale2,2T_minus_2NT,0.0026529813133203623,0.01758044515152955,-0.032581866966105745,0.03472725087083856
VP016,2,Temporal,sensitivity__mse__scale3,2T_minus_2NT,-0.026392967145304827,0.020166158740625707,-0.06491647951649782,0.013340955242157268
VP016,2,Temporal,sensitivity__mse__scale4,2T_minus_2NT,0.01830266152046048,0.02420337621642215,-0.03064825036293155,0.06435819238524317
VP016,2,Temporal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP016,2,WholeBrain,entropy__sample_entropy,2T_minus_2NT,0.0076573041519977505,0.005194416036742899,-0.0019849862167699225,0.017537613054287308
VP016,2,WholeBrain,entropy__mse,2T_minus_2NT,0.01189488053669758,0.009707801603307477,-0.0069548796170007835,0.031199690447703498
VP016,2,WholeBrain,sensitivity__mse__scale1,2T_minus_2NT,0.0076573041519977505,0.005194416036742899,-0.0019849862167699225,0.017537613054287308
VP016,2,WholeBrain,sensitivity__mse__scale2,2T_minus_2NT,0.015365686684458623,0.009726214568754115,-0.0024586618991590528,0.0343756117784284
VP016,2,WholeBrain,sensitivity__mse__scale3,2T_minus_2NT,0.013051714190134012,0.011854478361310929,-0.009264353510341161,0.03604190420493832
VP016,2,WholeBrain,sensitivity__mse__scale4,2T_minus_2NT,0.009738789829085291,0.013889872043192582,-0.01714505631613155,0.03652280380273053
VP016,2,WholeBrain,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP016,3,Central,entropy__sample_entropy,3T_minus_3NT,-0.024940189833684984,0.007338218341690821,-0.039544236028418,-0.010117724004825142
VP016,3,Central,entropy__mse,3T_minus_3NT,-0.03371221026353266,0.015497489434460103,-0.06365872882194751,-0.003174811626077509
VP016,3,Central,sensitivity__mse__scale1,3T_minus_3NT,-0.024940189833684984,0.007338218341690821,-0.039544236028418,-0.010117724004825142
VP016,3,Central,sensitivity__mse__scale2,3T_minus_3NT,-0.04643987115938265,0.01426967468610329,-0.07411163067077697,-0.018346167074308164
VP016,3,Central,sensitivity__mse__scale3,3T_minus_3NT,-0.03917989134918582,0.019684551266069106,-0.07648630097036274,-0.0002934814540351503
VP016,3,Central,sensitivity__mse__scale4,3T_minus_3NT,-0.02428888871187739,0.024747583052906263,-0.07317574682522615,0.02556645922799869
VP016,3,Central,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP016,3,Frontal,entropy__sample_entropy,3T_minus_3NT,-0.011664801527229643,0.005129307233335789,-0.021849107729921748,-0.0019531265389338918
VP016,3,Frontal,entropy__mse,3T_minus_3NT,-0.013953290776193452,0.009033286634448691,-0.03142797254345684,0.0030748806333915427
VP016,3,Frontal,sensitivity__mse__scale1,3T_minus_3NT,-0.011664801527229643,0.005129307233335789,-0.021849107729921748,-0.0019531265389338918
VP016,3,Frontal,sensitivity__mse__scale2,3T_minus_3NT,-0.019242289583149875,0.008571169761191693,-0.03586068193251897,-0.0030822420653366504
VP016,3,Frontal,sensitivity__mse__scale3,3T_minus_3NT,-0.016564336208106233,0.010403916177321034,-0.036920536533721814,0.003861614468708847
VP016,3,Frontal,sensitivity__mse__scale4,3T_minus_3NT,-0.008341735786287914,0.013018835509647383,-0.03353145713859977,0.01712900595602735
VP016,3,Frontal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP016,3,Occipital,entropy__sample_entropy,3T_minus_3NT,0.005781143135711184,0.011636328667536479,-0.01640107223287156,0.028433590693065128
VP016,3,Occipital,entropy__mse,3T_minus_3NT,0.008085197718167283,0.02145471103380584,-0.03270427511131489,0.05060491036148668
VP016,3,Occipital,sensitivity__mse__scale1,3T_minus_3NT,0.005781143135711184,0.011636328667536479,-0.01640107223287156,0.028433590693065128
VP016,3,Occipital,sensitivity__mse__scale2,3T_minus_3NT,0.0147095185845542,0.022181484367891923,-0.02710640471539719,0.05923949249909368
VP016,3,Occipital,sensitivity__mse__scale3,3T_minus_3NT,-0.014290697966504019,0.034032233859143494,-0.0862982297419344,0.04786439123519163
VP016,3,Occipital,sensitivity__mse__scale4,3T_minus_3NT,0.017806287509932326,0.03638902315207155,-0.054719811180607356,0.08791734378829097
VP016,3,Occipital,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP016,3,Parietal,entropy__sample_entropy,3T_minus_3NT,-0.011917302402267795,0.009090148481030609,-0.02967702234256166,0.005964385155129035
VP016,3,Parietal,entropy__mse,3T_minus_3NT,-5.392692198600324e-05,0.01660810029108662,-0.032227125155903175,0.033480241538745646
VP016,3,Parietal,sensitivity__mse__scale1,3T_minus_3NT,-0.011917302402267795,0.009090148481030609,-0.02967702234256166,0.005964385155129035
VP016,3,Parietal,sensitivity__mse__scale2,3T_minus_3NT,-0.014910664750886314,0.017450132028972446,-0.047959272354465794,0.02002801933922987
VP016,3,Parietal,sensitivity__mse__scale3,3T_minus_3NT,0.007722689391672226,0.021497165304263485,-0.03510081865142762,0.05111729677177492
VP016,3,Parietal,sensitivity__mse__scale4,3T_minus_3NT,0.01661089008983973,0.024286284468776433,-0.02998526830965787,0.06382811748413832
VP016,3,Parietal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP016,3,Temporal,entropy__sample_entropy,3T_minus_3NT,-0.04506483768669544,0.013090634630686626,-0.0706312951431589,-0.019633653886055216
VP016,3,Temporal,entropy__mse,3T_minus_3NT,-0.051149783560719836,0.01694543692088188,-0.08344763359655535,-0.01861402815232721
VP016,3,Temporal,sensitivity__mse__scale1,3T_minus_3NT,-0.04506483768669544,0.013090634630686626,-0.0706312951431589,-0.019633653886055216
VP016,3,Temporal,sensitivity__mse__scale2,3T_minus_3NT,-0.055164822428538145,0.019853588471512994,-0.09380494522385396,-0.0164064248126564
VP016,3,Temporal,sensitivity__mse__scale3,3T_minus_3NT,-0.05882001801627215,0.024842540566543562,-0.10726537400728753,-0.008698105855210704
VP016,3,Temporal,sensitivity__mse__scale4,3T_minus_3NT,-0.036841472339139016,0.027113886267708984,-0.08840218785865714,0.013257198611903033
VP016,3,Temporal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP016,3,WholeBrain,entropy__sample_entropy,3T_minus_3NT,-0.013684834067401733,0.006697651804268266,-0.026531196241412817,-0.0004622618615191593
VP016,3,WholeBrain,entropy__mse,3T_minus_3NT,-0.01189829091405488,0.011697538727413954,-0.0339114154831906,0.011264516764452346
VP016,3,WholeBrain,sensitivity__mse__scale1,3T_minus_3NT,-0.013684834067401733,0.006697651804268266,-0.026531196241412817,-0.0004622618615191593
VP016,3,WholeBrain,sensitivity__mse__scale2,3T_minus_3NT,-0.01969220966979216,0.011914446547059143,-0.041949388574047015,0.004742442026540364
VP016,3,WholeBrain,sensitivity__mse__scale3,3T_minus_3NT,-0.014316781639012639,0.01425860160484043,-0.04128898626147969,0.013826667676353845
VP016,3,WholeBrain,sensitivity__mse__scale4,3T_minus_3NT,-0.0007360149798337099,0.016072523114135852,-0.030915939939418966,0.03153421451097587
VP016,3,WholeBrain,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP017,2,Central,entropy__sample_entropy,2T_minus_2NT,-0.025811822347779373,0.012681610112298299,-0.05060734087540087,-0.002541330830401484
VP017,2,Central,entropy__mse,2T_minus_2NT,-0.04824681691719576,0.017397434149775244,-0.08372474687929744,-0.014952636018398321
VP017,2,Central,sensitivity__mse__scale1,2T_minus_2NT,-0.025811822347779373,0.012681610112298299,-0.05060734087540087,-0.002541330830401484
VP017,2,Central,sensitivity__mse__scale2,2T_minus_2NT,-0.03670956766460953,0.020900514448630468,-0.07661796759559343,0.0015654671529462844
VP017,2,Central,sensitivity__mse__scale3,2T_minus_2NT,-0.09013591749604666,0.02930425783382788,-0.14676262420820188,-0.03413374460885714
VP017,2,Central,sensitivity__mse__scale4,2T_minus_2NT,-0.06082789269975869,0.033675558428531815,-0.12583969529944958,0.0054991278081864756
VP017,2,Central,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP017,2,Frontal,entropy__sample_entropy,2T_minus_2NT,-0.02295242995695298,0.017741904578212214,-0.057335999456350165,0.011915609758458304
VP017,2,Frontal,entropy__mse,2T_minus_2NT,-0.03887758861938811,0.025834314175006333,-0.08640950081838962,0.01191445545591487
VP017,2,Frontal,sensitivity__mse__scale1,2T_minus_2NT,-0.02295242995695298,0.017741904578212214,-0.057335999456350165,0.011915609758458304
VP017,2,Frontal,sensitivity__mse__scale2,2T_minus_2NT,-0.02624445097494231,0.02873850789582671,-0.0834038316461038,0.03145304118764708
VP017,2,Frontal,sensitivity__mse__scale3,2T_minus_2NT,-0.05364594427550252,0.031170185773356916,-0.11620226786301424,0.006976803720341866
VP017,2,Frontal,sensitivity__mse__scale4,2T_minus_2NT,-0.05348251871870121,0.031765281918077225,-0.11444082042304142,0.006872341449889789
VP017,2,Frontal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP017,2,Occipital,entropy__sample_entropy,2T_minus_2NT,-0.008507677322832738,0.011209002313293047,-0.02790456337725688,0.013673900585731659
VP017,2,Occipital,entropy__mse,2T_minus_2NT,-0.019960944130488316,0.013231026073316885,-0.04442654128597916,0.006903756616651785
VP017,2,Occipital,sensitivity__mse__scale1,2T_minus_2NT,-0.008507677322832738,0.011209002313293047,-0.02790456337725688,0.013673900585731659
VP017,2,Occipital,sensitivity__mse__scale2,2T_minus_2NT,-0.02564743711996438,0.017467962381269766,-0.06030679219101272,0.007786947511544942
VP017,2,Occipital,sensitivity__mse__scale3,2T_minus_2NT,-0.041761614467766,0.026040357516778162,-0.09347746040375014,0.009876249147817626
VP017,2,Occipital,sensitivity__mse__scale4,2T_minus_2NT,0.0030358969708524945,0.03226284718393887,-0.06164997898432678,0.06567917003183708
VP017,2,Occipital,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP017,2,Parietal,entropy__sample_entropy,2T_minus_2NT,-0.0016532635989000065,0.011706758354559206,-0.02401678652690592,0.01975973148217218
VP017,2,Parietal,entropy__mse,2T_minus_2NT,-0.0139244597777383,0.01263176946105022,-0.038396282463345824,0.009296616129426205
VP017,2,Parietal,sensitivity__mse__scale1,2T_minus_2NT,-0.0016532635989000065,0.011706758354559206,-0.02401678652690592,0.01975973148217218
